HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN,BioReplicate
10.8438907195185,12.1540971247919,12.0650626050599,11.8598022836751,,,,10.9956615308596,11.2054228382394,10.7486343933737,12.6026149094547,11.8799883822735,11.5868050893014,9.59893655199018,,11.2320841993116,10.5855566127145,12.1955868658737,10.8189465265574,,12.7630693667528,,11.7120407803887,11.0018540726385,11.1682266824331,,10.8046207877069,11.2390330587968,1
,,12.3965595829998,,11.1331935645021,10.8263361494501,11.9476343481806,,,11.3186635484065,,12.0407175993349,11.6039464983256,,10.6478697773489,11.1060390292174,,12.1744792767502,,,13.6840019068437,,11.7095477980117,11.4015217263381,11.4212233909118,8.78698126695309,11.4310010398254,10.2623429069972,1
,11.3880573967607,,11.1623794992962,11.0116075885969,,11.5963592836835,10.5102871930954,10.2911066076334,10.7945867021496,,11.6361039451232,11.4224012975702,10.0283005093226,,10.6984025254963,9.84572816687268,,10.7958021575745,,,10.4597554285667,11.1113961012437,11.7284650359964,11.1433389245322,,,,1
12.1314820270766,13.7225579102276,13.7527352899064,,12.7836513324834,12.5005258604942,13.0423923955169,12.2423618608445,12.6237485566434,12.2345345481867,13.0616914839902,,13.1162053691701,11.6458159657159,11.6668676743943,12.1116294965632,11.2453064656224,13.2417207201765,12.4751432853563,12.601717720552,14.9648461419143,,13.8008579580909,13.0910583599645,,11.3993020022144,12.4251096591518,12.918065414314,1
,12.2841469028972,,11.6576577248783,11.4132980150823,11.382166147485,,,10.6578601293191,11.6843672327612,11.7253629538715,,,9.9652922395272,10.1358679019772,10.8027808299309,,11.8597903659668,,11.5687467112434,11.8446437741491,12.8472609428998,12.1375854220653,,11.2708617634526,10.2250721179283,,,1
,13.4241119099993,13.6524054215936,12.3476467281382,,,13.0078787983046,,11.713898696721,,12.8068526041716,13.2423859353212,,11.1181430596956,11.3582469655695,,,12.870927934529,,12.8835026120574,,12.2037077818564,,,,10.024379075404,,,1
,11.3332650129904,11.9439025848103,,,,11.4511890256275,10.3352722023421,,,12.0376654679187,11.4749637903803,11.6425226953383,9.82165281765102,9.69458438245193,10.3412372386191,9.61401871647421,11.2608809334987,10.7241553556716,11.912333999103,12.3781309165774,,,,,,11.0781478881813,9.68880415422301,1
,,,11.8298182351632,11.3219174749573,9.97825933623653,12.8876554922553,,10.7897181237003,11.0036267330055,12.56413376795,12.7188845651557,12.1910903586473,,10.2328301318876,11.0522993439634,10.1264768797192,12.3372844576042,11.0613924000042,12.2613569742516,12.6589112131768,11.9600710986865,12.8457302364375,,,9.96600532526803,11.9508442699444,11.7079072527903,1
,,9.02770722458941,8.90513993102987,9.07838701876064,,,8.92070540063966,,,10.5125769747702,8.87725518108552,8.26555160964637,,,,,8.78630652051646,,11.1575048476643,10.187348865511,,8.77073066351738,9.84882632341832,,,,,1
,12.843625275387,,11.7432071966199,12.602007250368,,12.9059559945162,,,11.6136610890145,,12.6656024206812,,11.029218366629,10.7247893674809,,10.1730789778767,12.2880273709944,,12.3809593934196,12.3953279180247,,,,11.7533909697761,10.7330320399041,11.1780933072212,11.0382237704781,1
10.7259890440208,,,12.022709861176,12.1565648612422,,,11.1475400665202,11.1846762929878,,12.5238456521336,12.2321480245249,12.345362090753,10.3821391687599,,,,12.5431343360582,11.179418178404,12.6445737782099,13.3831114560679,11.8647270787733,12.4057391744388,11.4868192228212,,,11.9251878094924,11.5211681237229,1
,,12.3917647587415,11.533656681486,,11.1484716149507,,,11.1577671794545,11.0801675836827,12.3761626405149,12.590695174006,11.8976449111741,10.407154583371,,,10.015408379143,,11.0073324697915,12.2340259865732,12.200514227537,11.6615506187084,,12.0277696446462,11.3528182971307,,11.5287314005038,10.8323625430822,1
,,12.6075125662936,,,9.65492837594635,12.8399714604185,,10.711961073501,,12.0140549497474,12.6654405341659,,,,,10.0534558141535,,,,12.1811746237593,11.7244680069251,13.299184841534,,11.6977851470403,,,,1
10.873319580466,,11.022799527876,10.1733622196672,10.034277160413,,8.41021841804577,,,,,10.3461101118853,,8.74736697535881,,,,,9.56344885403319,11.1613757263406,10.0897399665072,10.4010961092169,,,,9.57960844389254,,,1
,12.7724446412934,12.3994600714013,11.5502040461039,11.7035483053566,10.7905065009342,,11.1173587409994,10.8899094261418,,,11.8595054044772,11.5876143380721,11.0558207689662,10.7404114863332,11.1395001484623,10.2498134103782,11.8261099464771,,11.7869782410769,13.9561094893563,12.0483440875414,,11.971266511514,11.8432757434956,10.137677028758,11.1441163377762,,1
10.8218650982436,,11.3875322095208,11.0950146725982,,,11.2028971309065,,,9.92525918839497,,,10.9101623637301,10.0848204387254,,,,,,,,10.6167455212029,,,10.5535590932792,,,,1
,12.2107181208328,12.4510170544971,,11.5801603530175,11.0248997882345,11.3641114952497,10.4675107301084,,11.421940855523,11.8334378388967,12.1382034917327,11.8207602704075,9.90933492141039,,10.7818282337542,,11.8373241920897,9.92535235151356,12.2181813104063,12.4547567501876,,,11.3148153590735,,8.65497406189048,11.3985793008525,,1
,,11.5438455531061,,11.4223608445687,,11.0745012793888,,,,11.7257743455183,,,9.41999664839949,,,,10.9106540952745,10.5013535484784,11.5498270285994,12.0830282654531,10.7747997751277,11.316650654767,10.3151384393906,,,,,1
12.5111287407227,13.6834816416244,,13.0234615817815,12.8160806950462,,13.5824815945262,12.6137902236488,12.4501283407423,,13.1206025718927,13.6894285604728,13.0743049424258,11.3824930289506,11.4243738205054,12.3234524399631,,,12.1422296649803,12.9762488273519,14.2091318815698,12.9532011965209,,13.0780426894778,12.7540788907503,,12.6002600640679,12.5608344317018,1
,11.6221352345481,11.9946008032081,,,9.82128220687231,12.481092975655,,10.3935113657209,,11.9539855580588,,11.4745640346832,,,,10.7936323976105,,10.5573124391398,,12.7141564482742,10.8262542440648,,10.4401530920988,,,,9.43965863198124,1
10.0080754329344,,,11.0835714082583,11.6707123638464,,,10.779674972187,10.5465402669929,,10.8484381475652,11.5762324158242,11.4235907484585,,9.95061377037474,,9.45813974279178,11.2367083040208,10.3472938298765,10.4774382249048,,,12.1924391493503,11.0326659123977,11.0123630617347,,11.7018607208014,11.3588854056339,1
11.7141217424739,12.6453757048837,13.4132782993514,,12.0447980496712,,12.875869542837,11.4112316011651,10.9235457679786,11.2206072425971,11.9526888928675,13.0256709741625,,9.41277384420307,,11.3683481125767,,,11.5651446053588,11.9000709528269,14.0915676530177,10.922232432509,12.5523042661099,,,9.77623462403794,11.1983298016997,,1
10.1168655872385,8.96919810538605,,9.49114967748842,,9.7297739682781,9.50831194395361,,,8.57441267677293,10.9388997515989,9.37860176620643,8.07141944121607,8.67546335545144,,9.2237717558242,,,9.20452977236505,,12.1567448347231,8.48969154554202,,,,8.68644866068401,,,1
,13.1135461065495,12.959023340589,,12.1077980247024,11.8161433025896,12.1435104044216,,11.7076080845525,,,12.5417222335592,,,,11.5299598542124,10.8085791756598,,,12.369063184161,13.9229353411435,11.5764998957968,,12.4361591823389,11.8706025897126,9.44114557575285,12.6482928476444,11.823223408402,1
10.8905075804644,11.6566608389827,11.9151192628653,,10.8469605507252,11.8659081602717,12.1515552134647,9.99656087440434,10.4254745010488,,11.8144160813537,,11.3497740138063,9.88056878282052,,10.2496633361699,,10.9666253861541,,11.5540768224558,12.1970419098066,,,11.5220810548625,10.8929609408437,8.95262531776264,,,1
,9.79888186629451,10.1876933674976,10.1663067483794,,,8.20069901812104,9.20148185950038,9.61401896220133,8.7097262916557,11.1469094914154,9.94734949226193,9.293616675831,9.02774159541038,,,,10.3417215005908,,10.8108698352948,11.1313245331705,,9.85298484253231,,,12.5805265848011,8.08025694498087,,1
,,12.5472679778705,11.6903184465213,11.2542175322963,11.1374515268579,12.3001758614722,,,10.7806460151877,12.3350705568736,12.125545068226,11.807424471666,10.5983539107301,9.86496524689045,11.0222392674471,,,,12.5687482443335,,11.4757296366232,,11.9793159457094,11.1075174869772,10.6234348890099,12.073572630126,11.0335101802636,1
9.75764664618972,,11.761281239405,,,10.8853077005254,12.0902904520393,,,,,11.2352693081926,,,8.60463063389885,9.88467598846274,,11.0986820175284,10.2196452323467,11.1646004328309,11.4543955397548,10.1230923718136,11.2853146913536,,10.8074898611903,8.03280704251278,,,1
10.7129861144813,11.7408467116762,11.7909648395961,10.7109086497586,,9.76005302666308,12.3762914904875,10.3774455235072,,,11.7530994844164,11.5692716694979,11.2518876599235,9.69360439674319,10.3564852876449,10.390249540809,9.03314040259259,,,,12.266414610356,11.1809560074059,,,10.8600734613176,8.01946247879726,,10.1259565445531,1
11.4656536319292,,13.0002480024238,11.8150205247191,,10.535210560052,12.5772420277183,,11.3638136677683,11.5264055613892,12.3149045433788,12.5987560706967,12.372943025801,11.0354379436349,,11.5114954395812,10.0143718606865,12.2928432849741,11.4937372374326,,13.3233204052141,,,12.3298621936769,11.9591700277903,9.82109994291956,,12.080407833365,1
11.514010208472,13.0715394217369,13.3675784466073,,12.3747127799318,11.748914118983,12.8780593006581,11.9007391070761,,,12.387549511534,12.7769655813338,12.6096428795673,11.1031330528961,11.6430791517285,,,12.8426735877465,11.7288015169256,11.9960038136585,12.7974915872932,13.5071707016584,13.206916393645,,12.0188615273872,11.0616676674127,12.6035998449566,12.4169555130738,1
9.96657435217996,10.0429375977897,,10.2695519127763,11.4418931045987,10.4353245552915,,,9.64739946092656,9.82338368103771,12.6006212130946,,9.15076943802083,,,11.0173341124637,9.68509459539886,,,11.1253859467579,,9.83767633459641,,,9.41459338713043,10.2752966779581,9.5364868233766,9.26752613760327,1
,11.9288470025989,12.7039330871652,11.3927492390563,11.2152888057792,,,11.0434594479218,,10.9342790186511,11.7744406901588,12.6929725919131,,,11.024658023608,10.835163708831,10.1594460937031,12.260926008169,11.1181878732902,11.8328590079463,,10.9588866040467,12.1430291032813,11.7832003647304,11.3529172635984,,,10.6785365714675,1
,12.2150985226001,11.7072044047228,,,,12.530121306086,11.0031321843491,10.5351603697267,,11.4745976249619,,,,,,10.099916553377,11.2866223643224,10.6364386294788,11.6709225770823,11.581802187248,11.3735937868513,12.1387122485093,,10.6564229341043,,,10.7737533631324,1
10.8120405349425,12.1612089446195,,11.2116738638655,10.9229259052617,10.0880584580506,12.6328301243555,10.5687734951835,,,11.703730708314,11.5400062352193,,,,10.8516246673963,,11.5867911859597,10.6374682424988,11.9234704707974,,10.9029754194109,,11.5814141255148,11.1198987131391,,10.1043431163861,,1
11.469110875746,12.7730633434863,12.3146649447394,11.514709950294,12.0956702870366,,,10.864055599388,,10.7178395088313,12.3389744432349,12.172835581986,11.7907198898659,10.0097109899123,,,10.3120766944727,12.049640005485,10.8876132481264,,12.2214166058982,11.5356412951769,12.6130230662357,,11.8256841939656,11.7295579434991,11.3969139811676,10.9434213052659,1
,12.0029535015966,,,,,11.1665950534464,10.8650438582014,10.9287124672817,,12.0111955504116,11.7452157498972,11.4291206124273,9.72802481682402,,10.2938115896772,,11.4191001728845,10.6119013018935,11.0599853853734,11.7519463368807,,,11.2443656159798,10.9196936969789,11.5712169887994,,10.4770123245509,1
10.9782820765056,,12.812491868433,11.7452002068053,12.1946710833262,10.7404996415147,11.4225784901124,,11.2733747293525,11.198897334014,12.706273723387,,12.0108334163155,,,11.3139986159663,10.6387366953406,12.0155591717774,10.6650464716864,12.0741220964593,13.078561218104,11.0626079929732,12.2960689496086,,11.6899564385732,,,,1
,11.9694045818972,11.6283320898624,11.2369338165006,11.3174857160029,10.1464219479467,,11.0301600352266,,,11.6634929812873,11.790091994862,11.2104953820108,9.83406620333365,10.2444464426254,,,11.5714455201539,10.5787384849933,,,11.0389897086732,11.9471452900165,11.46891750283,,9.7805126582628,10.7319817797147,,1
11.4314434660048,12.2568687817141,,11.3254206934529,11.3362778683016,,11.0333970789905,,10.6592789655188,10.8481930058622,,12.0779014845374,11.5811651698323,10.8144313845165,11.1332448220215,10.8208440493744,10.4924864516865,12.0020882904429,10.9731207080986,12.0650809746926,13.7530128750659,,12.5072160952098,12.0811789756509,11.1430522547637,,,,1
,,,11.019103476794,,10.2536953262122,12.420399921083,10.9649998690309,10.8768556750821,10.372410700614,11.3099262548434,11.7700744733672,,10.4575822443928,,10.5076495298416,,,,,11.5603740623189,10.8888859834678,12.2748738146601,11.1536678497979,10.8994801176499,,11.1193329283923,10.8547550477329,1
,,,,10.82633816893,,,,10.0126759681899,,11.351337382147,11.5882470316098,,9.69022221131282,,10.4927651914626,,11.5605635024303,10.4442647982875,12.2473709456662,12.1529998819882,11.3095151065851,11.8289635875704,11.3234592121715,10.4251911177091,8.72884580855117,,9.8099906453244,1
,13.3292913003003,13.8836692341545,12.243985659948,12.3319081081596,,12.9677463380571,12.4614027229189,,11.9281350180717,,12.9657192231817,12.7809472485999,10.8739605615622,11.550989153418,11.6026909526112,10.7896133141677,12.987375262774,12.2240015367825,,13.5225603724646,,,,,10.7646261691333,12.274902836924,11.5959736999916,1
11.2839066736987,,,11.552799820741,11.8899706152486,10.7257771432566,12.1705224866553,11.3331985745986,10.8944996875201,10.8545626761668,,,11.9700742501264,10.2600041703159,,11.1558052726661,,12.4401275553158,,,,12.0834394107971,,12.2616343656495,11.45911223794,,,,1
,11.8644440065762,11.9921059962834,,11.2264561760563,9.99396247542808,,10.9532664836016,,,11.8312475618136,,,10.2517006899775,10.5476674307364,,9.86702866036051,,10.922631166025,,12.035995851403,,12.3784061935709,11.7694424003141,10.9629483817239,,,,1
9.13070584883419,10.9572601095228,11.8832013516862,,10.4466824049502,,,,9.38225570147068,9.96559476003346,11.3177508585323,,,,,10.4737850531986,8.83657043253562,10.7829681585802,,,,10.7495183135374,11.6433932013292,,10.728210362433,,,,1
,13.1039148411491,13.5945684416203,12.0899477973171,,11.7785195933722,12.9070270694179,,11.7949023761628,,,12.5849105328062,12.5031891780994,,11.7839221019052,11.5573065636464,10.9167402112469,12.7477622627286,11.4546279619973,,14.018571924846,,13.1355039632861,12.4088666225907,11.9254084560658,,12.5052646343704,12.2920838420029,1
12.5101922205273,11.9989722636841,11.5447357484834,,11.3724163325262,11.3702143363831,11.7081664026108,10.1056669095783,10.5788545234713,,,12.1800888956927,12.0593091847718,,10.8642601022811,,9.53978853616674,,10.792500605992,11.3882138029678,11.6616927866434,10.5750942851674,11.426903291444,,11.1551486943975,,9.99486813717824,,1
,,13.8912570993072,12.2680146278436,,,,12.875229310213,11.6050185078077,11.9554977587936,,13.7346436882889,12.8591746132742,,11.4246820359634,12.0068123906981,10.7605144304902,,12.1461592490445,12.8560699871879,,,14.0078892669772,12.7008555038699,,11.7765983343603,13.3078518858959,11.7560696835854,1
,,,,,,10.4241670728137,,,,7.9460366851749,,,,,,,,,,10.7335802548156,,,9.47243439306177,,,,,1
,11.9515339254255,11.5699864281109,,,,11.6456098697679,,10.2989201424485,,12.6184563090514,11.5950732333548,11.0797357607125,10.2603825694096,10.1622325377113,,,,,11.9588197021491,12.654808175933,11.736938277415,11.4574751443695,,,,10.3824531639216,10.4607566504553,1
10.5480831774371,12.3191589366418,12.7870906325618,11.4483915460032,11.6240994908047,11.0165614621059,12.484241410164,11.0638557771506,11.0727416050955,11.0096560127015,11.812349712853,,11.9746594922513,,10.3207143844461,,,,,11.3038421530299,,,12.9641494165513,12.0479038591331,,,12.1606889315875,11.0955229798729,1
11.1567796751336,13.1046275762685,12.5932345821048,,,10.8019555872862,12.4271171915294,11.4629119485418,,11.1097851192189,12.3430355604043,12.1339138679562,,10.4823407198171,,,10.8479741425793,,,12.1568798271071,13.2176247861018,10.7842033937457,12.1735100791227,12.0266347880893,11.5723720242118,10.477942813187,12.9007038560508,,1
12.0042258800456,,12.7053905209207,,,11.6059232690994,13.3647100362724,,11.6642527456272,,12.7894952760551,12.7030733845433,12.0698044965645,,11.1756740596146,11.4551256188944,,,,11.9214370275773,,11.4213389847811,13.5419409171678,,11.9818676082248,,12.4173985394408,,1
,12.8278879115448,12.74383989191,,,,12.4926651189384,12.164503620978,11.2569574378539,11.1124593487586,,12.8068454124359,12.4571704224832,10.9152452399329,10.6958533579202,,10.1997754793578,11.8472870040453,11.2100692132015,12.0722063977241,13.3481033287624,12.0933389349194,,12.0173200462337,11.513920765703,,,,1
,12.8127557196094,12.6855964916482,,,10.726039391741,13.1718636746066,,10.6346336253892,,12.052115932817,12.7383758769567,12.128001393221,10.3623149730853,,11.4824408688223,,12.4570923187631,11.2803681812272,,,11.1467203854507,12.4134950325373,12.3596148590269,11.388571672976,9.88456560343958,12.6217462248413,11.6292230317223,1
,13.5695179334119,13.04163314207,12.2596930408334,12.2189711052494,,13.0848597702931,11.6829154103647,,11.8227594840273,12.3211665093143,13.0956961152107,12.2385514809262,10.9596392206093,12.1278243398291,11.4012532178759,,12.5277346276871,11.6999255286791,12.4656345874384,13.1854095385164,,,,11.7385165461271,,12.3504207670156,11.7398947363561,1
,,8.71092361634735,8.13963213753574,,,8.7840364702441,8.53749746573993,,,9.58746892910549,8.99854517821612,,6.31988487871243,,,7.19263362462127,,,10.0983586944576,10.0954833189583,,7.64395139989417,8.4369786602993,,,,,1
,12.6933359760937,12.859635888029,,,11.6345254783074,12.4703114319766,,,11.1998643840476,12.2062218772527,12.4701304941252,12.1087776009501,,,11.6847674241354,,12.3969251720087,11.3905889910288,12.3218850541822,13.5209108168278,11.9442599257103,,12.1284326832955,11.7154736350877,,11.5276285921822,11.2545377681814,1
,11.8318805671118,12.0378588978567,,11.0100758662535,10.2705258187967,,,,10.8430737345325,11.3432662113019,11.6799356661631,,9.13944124242638,10.5021099802018,10.170962430866,9.63871900744432,,10.650027749122,,12.5629545945889,10.3424094620984,,,11.0729801721728,,10.6946390831241,10.0924394987303,1
11.1122535742849,,12.1280407551416,,11.1794730426151,11.4126806253194,11.7203644185906,,10.6697082534031,,11.4394838696116,11.3092305334679,11.1759538090328,9.32815644404226,10.0353185029404,,,11.1933352241084,10.5653465131935,11.6492807932232,11.8251036558394,10.6918020829139,12.060064768432,,10.7341330002594,,,,1
,,12.4043847644856,11.8964661368103,11.8696578452609,,,,11.1356069481702,,,12.6412947264641,12.5205529934966,,10.8544505964926,11.4994186159448,10.7438411148922,12.4554491746415,11.3017834651399,12.0189939174602,13.440603966808,10.7640603374835,12.8828162631532,12.3943095874255,11.3891153672632,,12.0025894602682,,1
11.3901707905835,13.0063782511143,13.5317496189573,,12.4517584371248,10.7732640892407,12.9029243662539,11.3366174417033,11.656091086306,11.2755064403535,12.340992640318,12.6957647043585,13.1023956454174,,10.2886521253352,,10.6929980366094,12.700262386811,11.7712682825741,,13.5983873682724,,12.9701874253861,12.028797407116,12.2753188899049,,12.4297931600473,12.1820992974585,1
,12.501201825972,12.5336343334277,11.0741445184463,,10.5293283189986,11.9971881323067,11.388138184236,,10.2886914235141,,,11.3716715869867,9.9793121813386,,11.0258959541392,9.78608255459961,12.0896503146592,,,12.3020654853948,10.7280156828975,,11.8050097040338,10.9784586354908,10.7779933843557,,,1
,,13.5449253876837,12.018633379709,,9.95194990493813,,,,11.4432308589518,,13.1185519858369,11.9160647165503,10.6240357179199,11.061854935425,11.5897310337927,10.227008456213,12.2246156863806,,,,12.2254531738571,13.1647432311391,12.1866293864056,11.8247911723432,10.6777244512313,,12.0043121395247,1
10.1009471691416,12.1034633539597,,10.9379073674762,11.4469833587578,10.4389770945278,11.177035662819,,10.6144294488103,10.3478833625544,11.6293402530791,11.6850236017932,11.4827938409084,,,10.4487455322069,9.94058912753275,11.437060485749,,11.3255784213831,12.9658626497586,,,,10.8565805291615,,11.2992426097994,,1
11.7531971083248,12.3966073291005,11.7126512091863,11.2760030299533,11.5990199937694,9.51993869353946,12.0104542986276,10.8495842784459,,,,,11.8614602510708,,,,,11.704129306344,10.5461596976378,10.985217921873,13.0905437498922,11.4915448536229,,11.3906946992012,11.3959357873513,,,,1
,13.2298906188324,13.5925912043284,,12.0059077638131,10.147527927275,12.5433544818157,,12.0608513386611,,12.7149150060845,12.7951323894656,,10.5672326968924,11.2384112836294,11.5256295795268,,,11.8044960412773,12.438760655398,,,13.1841467501924,12.6882245175625,,,,,1
11.7475308175089,12.5438870227951,12.8432708577724,12.2067476702902,11.6810739511867,,12.2920073529089,,,,,,11.7624151292721,10.9537903036552,10.7804318101373,11.1666211576551,10.2924240229632,,11.1614012542786,12.3989254078738,13.4227611899315,11.6043764847398,12.1284048405327,11.8452882505202,,11.5569907336497,,11.6547741005742,1
,,12.7971953744717,11.5697795039125,12.1273313149755,10.7840602310335,11.5150095627299,11.1057765926475,10.8747223958663,11.1731478403692,12.1361949133887,12.1276149261362,12.2597848290112,10.3537128513414,10.9643302105544,11.0774819865899,,12.2101119904362,11.5376549860232,,13.0945769511508,11.3375934139215,,12.4578346833585,11.19824122857,10.318833969887,11.9403027885681,11.0944746320195,1
,11.9745874097132,,11.3246520871707,,,12.1461428960025,,10.4364116556748,10.9664866717607,,,12.0209181475011,,10.4528765863976,10.6965614114286,10.2388391705468,12.0886547811359,11.0522179456778,12.1361459906358,12.8055136159822,11.8661069075212,,12.0540077762117,,10.3593563379174,,10.8126676080169,1
,10.0547174202893,9.92255620439063,,,8.41708974246592,10.005803783792,,,,,,,,,8.99700609790488,,,,,,8.03049759314531,9.82030002230955,10.7180408027424,,,,8.8663288425149,1
,,12.260384327254,11.3749267660823,11.2185928809793,11.7921375765935,,11.4463611135928,10.683746017633,,12.2006666304458,12.109455254282,12.154866025949,,11.2073512241825,11.1335891773904,10.4649988402036,12.3984767483188,,11.9489208914017,12.5477263549219,11.490131544846,12.4480892908081,,11.67840207952,,,11.1092854380432,1
,11.9693181578882,12.5506410819232,11.241359775057,11.0069490799429,,,10.4719749578655,9.8967443758883,10.4541390398032,11.334625050559,,11.9250786235151,,,,,,10.5404064291662,,12.8098099282582,,11.6242846248891,11.6733965965589,11.1541519171735,8.72207767300841,,,1
,12.1718545662751,11.8457128152675,10.8522693987784,10.5621123065239,10.9822487842868,,10.351169601203,10.0730059206475,,11.552400119212,,,9.37596115855141,10.633136138226,10.3210156828231,9.71776631201315,,,11.5313585726976,12.1712017744163,,,11.0898355456132,10.9583677351709,9.61694891732032,10.6528119751542,,1
,,,,,9.0228125987895,8.61939165138235,,,,,,,,,,,,8.92423420743163,10.9317789141928,10.9627881054236,,,,8.84144476922566,9.7498040588953,,9.19326493056017,1
